cutoff,cutoff_days,n,n_pos,prevalence,pr_auc,roc_auc,f1,precision,recall,f1_best,threshold_best,threshold,median_obs_seen,n_empty,mode,seed,fold,best_epoch
+20d,20.0,486,23,0.047325102880658436,0.2275241496610307,0.8395154474598554,0.24427480916030533,0.14814814814814814,0.6956521739130435,0.3,0.7693544626235962,0.5,87.0,0,frozen,1,1,70
+50d,50.0,486,23,0.047325102880658436,0.35008840055493073,0.9079725795849376,0.34285714285714286,0.21951219512195122,0.782608695652174,0.47058823529411764,0.8798830509185791,0.5,92.0,0,frozen,1,1,70
+100d,100.0,486,23,0.047325102880658436,0.3641309814386974,0.9110714621091183,0.3711340206185567,0.24324324324324326,0.782608695652174,0.4642857142857143,0.8441557884216309,0.5,97.0,0,frozen,1,1,70
full,,486,23,0.047325102880658436,0.49453283165989165,0.9166118884402292,0.38095238095238093,0.24390243902439024,0.8695652173913043,0.4782608695652174,0.9095082879066467,0.5,152.0,0,frozen,1,1,70
-50d,-50.0,488,24,0.04918032786885246,0.13700073566465143,0.8105244252873564,0.18487394957983194,0.102803738317757,0.9166666666666666,0.25316455696202533,0.7691941857337952,0.5,72.0,5,frozen,1,2,45
-20d,-20.0,488,24,0.04918032786885246,0.1530405540493236,0.8177083333333334,0.19626168224299065,0.11052631578947368,0.875,0.2571428571428572,0.766516923904419,0.5,75.0,1,frozen,1,2,45
-10d,-10.0,488,24,0.04918032786885246,0.1432380602046288,0.8185165229885059,0.1990521327014218,0.11229946524064172,0.875,0.2689075630252101,0.7102526426315308,0.5,76.0,1,frozen,1,2,45
+0d,0.0,488,24,0.04918032786885246,0.21215250718109208,0.8572198275862069,0.2222222222222222,0.12727272727272726,0.875,0.3466666666666666,0.7829877138137817,0.5,78.0,0,frozen,1,2,45
+20d,20.0,488,24,0.04918032786885246,0.27745295323100794,0.8673670977011494,0.25477707006369427,0.15037593984962405,0.8333333333333334,0.339622641509434,0.897367000579834,0.5,82.0,0,frozen,1,2,45
+50d,50.0,488,24,0.04918032786885246,0.44514732411797325,0.9179238505747127,0.3111111111111111,0.1891891891891892,0.875,0.5098039215686274,0.9031481742858887,0.5,85.5,0,frozen,1,2,45
+100d,100.0,488,24,0.04918032786885246,0.3835643923883705,0.9120869252873564,0.3089430894308943,0.1919191919191919,0.7916666666666666,0.475,0.8166898488998413,0.5,90.5,0,frozen,1,2,45
full,,488,24,0.04918032786885246,0.395942776850974,0.9454920977011495,0.3697478991596639,0.23157894736842105,0.9166666666666666,0.5675675675675675,0.8124067783355713,0.5,148.0,0,frozen,1,2,45
-50d,-50.0,487,24,0.049281314168377825,0.19598462271772216,0.7474802015838733,0.16346153846153846,0.09239130434782608,0.7083333333333334,0.21875,0.7583045959472656,0.5,67.0,7,frozen,1,3,32
-20d,-20.0,487,24,0.049281314168377825,0.12390050802269124,0.7270518358531317,0.16243654822335024,0.09248554913294797,0.6666666666666666,0.176,0.6674656867980957,0.5,69.0,2,frozen,1,3,32
-10d,-10.0,487,24,0.049281314168377825,0.1723236639632992,0.7652987760979122,0.18823529411764706,0.1095890410958904,0.6666666666666666,0.1951219512195122,0.6949269771575928,0.5,71.0,1,frozen,1,3,32
+0d,0.0,487,24,0.049281314168377825,0.21605848385721793,0.8361231101511879,0.25,0.15178571428571427,0.7083333333333334,0.2891566265060241,0.6598038673400879,0.5,74.0,0,frozen,1,3,32
+20d,20.0,487,24,0.049281314168377825,0.2308098260698283,0.8605111591072714,0.2857142857142857,0.1743119266055046,0.7916666666666666,0.326530612244898,0.6310465931892395,0.5,77.0,0,frozen,1,3,32
+50d,50.0,487,24,0.049281314168377825,0.2909977658604044,0.8966882649388048,0.35294117647058826,0.22105263157894736,0.875,0.39999999999999997,0.7184237837791443,0.5,82.0,0,frozen,1,3,32
+100d,100.0,487,24,0.049281314168377825,0.3564668464328205,0.9035277177825773,0.336283185840708,0.21348314606741572,0.7916666666666666,0.4057971014492754,0.7869769334793091,0.5,86.0,0,frozen,1,3,32
full,,487,24,0.049281314168377825,0.48540360807991134,0.9194564434845214,0.3238095238095238,0.20987654320987653,0.7083333333333334,0.5185185185185186,0.8465538024902344,0.5,147.0,0,frozen,1,3,32
-50d,-50.0,486,23,0.047325102880658436,0.08372020633071288,0.713212508216734,0.1630901287553648,0.09047619047619047,0.8260869565217391,0.18181818181818182,0.6245121359825134,0.5,72.0,1,frozen,1,4,23
-20d,-20.0,486,23,0.047325102880658436,0.1292119532483801,0.758474974175979,0.16216216216216217,0.09045226130653267,0.782608695652174,0.20168067226890757,0.7095460891723633,0.5,75.5,1,frozen,1,4,23
-10d,-10.0,486,23,0.047325102880658436,0.1789360644555754,0.7569724856794066,0.16748768472906403,0.09444444444444444,0.7391304347826086,0.20437956204379562,0.6408047080039978,0.5,77.0,1,frozen,1,4,23
+0d,0.0,486,23,0.047325102880658436,0.27491454276992466,0.8134097098319091,0.18478260869565216,0.10559006211180125,0.7391304347826086,0.2978723404255319,0.7113571763038635,0.5,80.5,0,frozen,1,4,23
+20d,20.0,486,23,0.047325102880658436,0.36551907974609893,0.8501267724668984,0.26143790849673204,0.15384615384615385,0.8695652173913043,0.380952380952381,0.9110732078552246,0.5,83.0,0,frozen,1,4,23
+50d,50.0,486,23,0.047325102880658436,0.3847973683949417,0.8903183397502112,0.3252032520325203,0.2,0.8695652173913043,0.4285714285714286,0.842682421207428,0.5,89.0,0,frozen,1,4,23
+100d,100.0,486,23,0.047325102880658436,0.4010823176126443,0.907784768522866,0.36363636363636365,0.22988505747126436,0.8695652173913043,0.5090909090909091,0.887064516544342,0.5,94.0,0,frozen,1,4,23
full,,486,23,0.047325102880658436,0.6212219125020998,0.9301342849093812,0.33962264150943394,0.21686746987951808,0.782608695652174,0.6153846153846153,0.9496291279792786,0.5,147.0,0,frozen,1,4,23
-50d,-50.0,487,24,0.049281314168377825,0.1038943113916209,0.7007739380849531,0.13658536585365855,0.07734806629834254,0.5833333333333334,0.16814159292035397,0.4083763360977173,0.5,72.0,1,frozen,2,0,32
-20d,-20.0,487,24,0.049281314168377825,0.1154600968306631,0.7528797696184306,0.1693121693121693,0.09696969696969697,0.6666666666666666,0.1890547263681592,0.45479223132133484,0.5,75.0,0,frozen,2,0,32
-10d,-10.0,487,24,0.049281314168377825,0.17141401918607618,0.7848272138228941,0.16759776536312848,0.0967741935483871,0.625,0.22222222222222224,0.6715802550315857,0.5,76.0,0,frozen,2,0,32
+0d,0.0,487,24,0.049281314168377825,0.1736312730094166,0.7984161267098632,0.2191780821917808,0.13114754098360656,0.6666666666666666,0.24096385542168672,0.6899925470352173,0.5,79.0,0,frozen,2,0,32
+20d,20.0,487,24,0.049281314168377825,0.25130082180117447,0.8282037437005039,0.25,0.15178571428571427,0.7083333333333334,0.29090909090909095,0.8423338532447815,0.5,81.0,0,frozen,2,0,32
+50d,50.0,487,24,0.049281314168377825,0.3597881712025743,0.8714902807775378,0.3,0.1875,0.75,0.4067796610169492,0.8320461511611938,0.5,85.0,0,frozen,2,0,32
+100d,100.0,487,24,0.049281314168377825,0.35306574349771186,0.8783297336213103,0.3185840707964602,0.20224719101123595,0.75,0.43999999999999995,0.8575673699378967,0.5,91.0,0,frozen,2,0,32
full,,487,24,0.049281314168377825,0.41538346928417325,0.8939884809215263,0.37383177570093457,0.24096385542168675,0.8333333333333334,0.46511627906976744,0.891459047794342,0.5,152.0,0,frozen,2,0,32
-50d,-50.0,486,23,0.047325102880658436,0.24486420790245492,0.8215794910320218,0.20212765957446807,0.11515151515151516,0.8260869565217391,0.2653061224489796,0.7176546454429626,0.5,76.0,2,frozen,2,1,96
-20d,-20.0,486,23,0.047325102880658436,0.22975580175869717,0.8233636961217016,0.18072289156626506,0.1048951048951049,0.6521739130434783,0.33333333333333337,0.7629664540290833,0.5,80.0,1,frozen,2,1,96
-10d,-10.0,486,23,0.047325102880658436,0.24121319417923626,0.8429899521081792,0.21476510067114093,0.12698412698412698,0.6956521739130435,0.3728813559322034,0.7629664540290833,0.5,81.0,1,frozen,2,1,96
+0d,0.0,486,23,0.047325102880658436,0.2095873047912415,0.852380505211757,0.23529411764705882,0.1415929203539823,0.6956521739130435,0.2898550724637681,0.7557364702224731,0.5,84.0,0,frozen,2,1,96
